event_index,malicious,detection,event_time,title,description,remediation_actions
2681,False,,09/Mar/2025:03:00:04 +0000,REST.GET.OBJECT on conn_log file,A GET request was made to download the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected from this single GET request.,
2682,False,,09/Mar/2025:03:00:04 +0000,REST.GET.OBJECT on dummy.log,A GET request was made to download the object 'dummy.log' from bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected from this single GET request.,
2684,False,,09/Mar/2025:03:00:04 +0000,PUT Object Operation on dummy.log,A file named dummy.log was uploaded successfully to bucket databucket12312 by user HarunG1. No prior suspicious activity detected that matches the DataEncryptedForImpact pattern.,
2685,False,,09/Mar/2025:09:00:04 +0000,HEAD Object Operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A HEAD request was made to check the metadata of the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1. No suspicious activity detected based on current and prior events.,
2686,False,,09/Mar/2025:09:00:04 +0000,HEAD Object Operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A HEAD request was made to check the metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. No suspicious activity detected based on current and prior events.,
2688,False,,09/Mar/2025:09:00:04 +0000,REST.GET.OBJECT on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,"A successful GET object request was made on the specified log file in the bucket databucket12312. No preceding suspicious activity involving data prefix listing or file uploads with the same filename within 5 minutes was detected, so this activity is not considered malicious.",
2689,False,,09/Mar/2025:09:00:04 +0000,REST.GET.OBJECT on dummy.log,A successful GET object request was made on dummy.log in the bucket databucket12312. There is no evidence of preceding data prefix listing or file uploads with the same filename within 5 minutes that would indicate malicious activity under the DataEncryptedForImpact detection rule.,
2691,False,,09/Mar/2025:09:00:04 +0000,PUT Object Operation,"A PUT operation was performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' at the given time. No prior listing or download events with the data prefix were detected within 5 minutes, so this activity is not considered malicious based on the current detection rules.",
2692,False,,09/Mar/2025:09:00:04 +0000,HEAD Object Operation,"A HEAD operation was performed on the object 'dummy.log' in bucket 'databucket12312' at the given time. This operation checks metadata without downloading the file. No related listing or download events with data prefix were detected within 5 minutes, so this activity is not considered malicious based on the current detection rules.",
2693,False,,09/Mar/2025:09:00:04 +0000,Bucket Listing Operation,A GET bucket listing operation was performed on bucket 'databucket12312' at the given time. The listing operation does not indicate malicious activity on its own and no subsequent file download or upload events with the same filename were detected within 5 minutes to suggest malicious behavior based on current detection rules.,
2694,False,,09/Mar/2025:09:00:04 +0000,GET Object Operation,"A GET operation was performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. Although this object was previously uploaded, no subsequent upload of the same filename within 5 minutes was detected, so this activity is not considered malicious based on the current detection rules.",
2695,False,,12/Jan/2025:17:11:32 +0000,OPTIONS Prefight Request,An OPTIONS preflight request was made to bucket 'databucket12312' to check permissions for tagging operations. This is a normal CORS-related request and does not indicate malicious activity based on current detection rules.,
2696,False,,12/Jan/2025:17:11:32 +0000,GET Notification Operation,A GET notification request was made on bucket 'databucket12312' to retrieve notification configuration. This is a normal operation and does not indicate malicious activity based on current detection rules.,
2697,False,,12/Jan/2025:17:11:37 +0000,GET Tagging Operation,A GET tagging request was made on bucket 'databucket12312' but returned a 404 NoSuchTagSet error indicating no tags are set. This is a normal operation and does not indicate malicious activity based on current detection rules.,
2698,False,,04/Mar/2025:03:31:35 +0000,PUT Object Operation,"A PUT operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. No prior listing or download events with the data prefix were detected within 5 minutes, so this activity is not considered malicious based on the current detection rules.",
2700,False,,04/Mar/2025:03:31:35 +0000,PUT Object Operation,A file named dummy.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No prior suspicious activity involving listing and file download/upload within 5 minutes detected for this bucket.,
2701,False,,07/Mar/2025:09:31:36 +0000,PUT Object Operation,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious sequence of listing and file download/upload detected within 5 minutes for this bucket.,
2702,False,,07/Mar/2025:09:31:36 +0000,PUT Object Operation,A file named dummy.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious sequence of listing and file download/upload detected within 5 minutes for this bucket.,
2703,False,,07/Mar/2025:09:31:36 +0000,PUT Object Operation,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious sequence of listing and file download/upload detected within 5 minutes for this bucket.,
2704,False,,27/Feb/2025:16:31:35 +0000,PUT Object Operation,A file named dummy.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious sequence of listing and file download/upload detected within 5 minutes for this bucket.,
2705,False,,27/Feb/2025:16:31:35 +0000,PUT Object Operation,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious sequence of listing and file download/upload detected within 5 minutes for this bucket.,
2706,False,,27/Feb/2025:16:31:35 +0000,PUT Object Operation,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious sequence of listing and file download/upload detected within 5 minutes for this bucket.,
2707,False,,28/Feb/2025:20:31:36 +0000,PUT Object Operation,A file named dummy.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious sequence of listing and file download/upload detected within 5 minutes for this bucket.,
2708,False,,28/Feb/2025:20:31:36 +0000,PUT Object Operation,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious sequence of listing and file download/upload detected within 5 minutes for this bucket.,
2709,False,,28/Feb/2025:20:31:36 +0000,PUT Object Operation,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious sequence of listing and file download/upload detected within 5 minutes for this bucket.,
2710,False,,12/Jan/2025:22:49:23 +0000,List Bucket Operation,"The bucket databucket12312 was listed by user HarunG1. No subsequent file download and upload with the same filename within 5 minutes detected, so this activity is not currently considered malicious.",
2711,False,,12/Jan/2025:22:49:23 +0000,GET Object Operation,"The object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was downloaded successfully from the bucket databucket12312 by user HarunG1. No subsequent upload of the same file within 5 minutes detected, so this activity is not currently considered malicious.",
2712,False,,12/Jan/2025:22:49:23 +0000,HEAD Object Operation,A HEAD request was made for the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in the bucket databucket12312 by user HarunG1. No suspicious sequence of listing and file download/upload detected within 5 minutes for this bucket.,
2713,False,,25/Feb/2025:16:00:05 +0000,List Bucket Operation,"The bucket databucket12312 was listed by user HarunG1. No subsequent file download and upload with the same filename within 5 minutes detected, so this activity is not currently considered malicious.",
2714,False,,25/Feb/2025:16:00:06 +0000,HEAD Object Operation,A HEAD request was made for the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312 by user HarunG1. No suspicious sequence of listing and file download/upload detected within 5 minutes for this bucket.,
2716,False,,25/Feb/2025:16:00:06 +0000,REST.GET.OBJECT on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,"A GET operation was performed on a log file in the bucket databucket12312. This is a normal file retrieval operation with HTTP status 200, indicating success. No suspicious activity detected based on current and prior events.",
2718,False,,25/Feb/2025:16:00:06 +0000,HEAD Object Request,A HEAD request was made successfully to check metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. No suspicious activity detected based on current event and history.,
2719,False,,25/Feb/2025:16:00:06 +0000,HEAD Object Request,A HEAD request was made successfully to check metadata of the object 'dummy.log' in bucket 'databucket12312'. No suspicious activity detected based on current event and history.,
2720,False,,25/Feb/2025:16:00:06 +0000,GET Object Request,A GET request was made successfully to download the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' from bucket 'databucket12312'. No suspicious activity detected based on current event and history.,
2722,False,,25/Feb/2025:16:00:06 +0000,REST.GET.OBJECT dummy.log,A file dummy.log was successfully downloaded from the bucket databucket12312 by user HarunG1. No suspicious activity detected based on current logs.,
2723,False,,22/Feb/2025:09:31:35 +0000,REST.PUT.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A log file was successfully uploaded to the bucket databucket12312 by user HarunG1. No suspicious activity detected based on current logs.,
2724,False,,22/Feb/2025:09:31:35 +0000,REST.PUT.OBJECT 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A log file was successfully uploaded to the bucket databucket12312 by user HarunG1. No suspicious activity detected based on current logs.,
2726,False,,03/Mar/2025:05:00:04 +0000,REST.GET.OBJECT dummy.log,A GET operation was performed successfully on the object dummy.log in bucket databucket12312. No suspicious activity detected based on current event and history.,
2727,False,,03/Mar/2025:05:00:04 +0000,REST.PUT.OBJECT 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A PUT operation was performed successfully on the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312. No suspicious activity detected based on current event and history.,
2729,False,,03/Mar/2025:05:00:04 +0000,REST.GET.OBJECT on databucket12312,A GET request for an object in databucket12312 was successfully completed. No suspicious activity detected based on current and prior events.,
2730,False,,03/Mar/2025:05:00:04 +0000,REST.GET.BUCKET on databucket12312,A bucket listing request was successfully completed on databucket12312. No suspicious activity detected based on current and prior events.,
2732,False,,03/Mar/2025:05:00:04 +0000,HEAD Object Operation on databucket12312,A HEAD request was made to check metadata of an object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket databucket12312. This is a normal operation and no suspicious activity detected based on current and prior events.,
2733,False,,03/Mar/2025:05:00:04 +0000,GET Object Operation on databucket12312,"A GET request was made to download the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket databucket12312. No prior listing of 'data' prefix or suspicious uploads detected within 5 minutes, so this activity is not considered malicious at this time.",
2734,False,,03/Mar/2025:05:00:04 +0000,HEAD Object Operation on databucket12312,A HEAD request was made to check metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket databucket12312. This is a normal operation and no suspicious activity detected based on current and prior events.,
2735,False,,03/Mar/2025:05:00:04 +0000,HEAD Object Operation on databucket12312,A HEAD request was made to check metadata of the object 'dummy.log' in bucket databucket12312. This is a normal operation and no suspicious activity detected based on current and prior events.,
2736,False,,04/Mar/2025:12:00:03 +0000,HEAD Object Operation on databucket12312,A HEAD request was made to check metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket databucket12312. This is a normal operation and no suspicious activity detected based on current and prior events.,
2737,False,,04/Mar/2025:12:00:03 +0000,GET Object Operation on databucket12312,"A GET request was made to download the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket databucket12312. No prior listing of 'data' prefix or suspicious uploads detected within 5 minutes, so this activity is not considered malicious at this time.",
2738,False,,04/Mar/2025:12:00:03 +0000,List Bucket Operation on databucket12312,A GET bucket request was made to list objects in bucket databucket12312. This is a normal operation and no suspicious activity detected based on current and prior events.,
2739,False,,04/Mar/2025:12:00:04 +0000,HEAD Object Operation on databucket12312,A HEAD request was made to check metadata of the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket databucket12312. This is a normal operation and no suspicious activity detected based on current and prior events.,
2741,False,,04/Mar/2025:12:00:04 +0000,HEAD Object Request,A HEAD request was made to check the metadata of the object dummy.log in bucket databucket12312. The operation was successful with HTTP status 200. No malicious activity detected based on current and prior events.,
2742,False,,04/Mar/2025:12:00:04 +0000,GET Object Request,A GET request was made to download the object dummy.log from bucket databucket12312. The operation was successful with HTTP status 200. No malicious activity detected based on current and prior events.,
2743,False,,04/Mar/2025:12:00:04 +0000,PUT Object Request,A PUT request was made to upload the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312. The operation was successful with HTTP status 200. No malicious activity detected based on current and prior events.,
2745,False,,04/Mar/2025:12:00:04 +0000,REST.GET.OBJECT on conn_log file,A GET operation was performed to retrieve the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and past events.,
2746,False,,18/Feb/2025:15:00:07 +0000,REST.PUT.OBJECT on 767828738635_elasticloadbalancing log file,A PUT operation was performed to upload the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' to bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and past events.,
2747,False,,18/Feb/2025:15:00:07 +0000,REST.HEAD.OBJECT on 767828738635_elasticloadbalancing log file,A HEAD operation was performed to check the metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and past events.,
2749,False,,18/Feb/2025:15:00:07 +0000,REST.GET.OBJECT operation on databucket12312,A file named dummy.log was successfully downloaded from the bucket databucket12312. No suspicious activity detected based on current and previous events.,
2750,False,,18/Feb/2025:15:00:07 +0000,REST.GET.OBJECT operation on databucket12312,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was successfully downloaded from the bucket databucket12312. No suspicious activity detected based on current and previous events.,
2751,False,,18/Feb/2025:15:00:07 +0000,REST.GET.BUCKET operation on databucket12312,A bucket listing operation was successfully performed on bucket databucket12312. This activity is normal and no suspicious activity detected based on current and previous events.,
2752,False,,18/Feb/2025:15:00:07 +0000,REST.GET.OBJECT operation on databucket12312,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was successfully downloaded from bucket databucket12312. No suspicious activity detected based on current and previous events.,
2753,False,,18/Feb/2025:15:00:07 +0000,REST.HEAD.OBJECT operation on databucket12312,A HEAD request was made on the object dummy.log in bucket databucket12312 to retrieve metadata without downloading the file. This is a normal operation and no suspicious activity detected based on current and previous events.,
2755,False,,18/Feb/2025:15:00:07 +0000,REST.HEAD.OBJECT operation on databucket12312,A HEAD request was made to check the metadata of the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in the bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current event and history.,
2756,False,,13/Feb/2025:09:00:07 +0000,REST.PUT.OBJECT operation on databucket12312,A PUT request was made to upload the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in the bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current event and history.,
2757,False,,13/Feb/2025:09:00:07 +0000,REST.GET.BUCKET operation on databucket12312,A GET bucket request was made to list the contents of the bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current event and history.,
2759,False,,13/Feb/2025:09:00:07 +0000,HEAD Object Request on databucket12312,A HEAD request was made to check the metadata of a log file in the bucket databucket12312. No suspicious activity detected based on current and prior events.,
2760,False,,13/Feb/2025:09:00:08 +0000,PUT Object Request on databucket12312,A PUT request was made to upload the object dummy.log in the bucket databucket12312. No suspicious activity detected based on current and prior events.,
2761,False,,13/Feb/2025:09:00:08 +0000,HEAD Object Request on databucket12312,A HEAD request was made to check the metadata of the object dummy.log in the bucket databucket12312. This activity is not malicious based on current and prior events.,
2762,False,,13/Feb/2025:09:00:08 +0000,PUT Object Request on databucket12312,A PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312. No suspicious activity detected based on current and prior events.,
2764,False,,13/Feb/2025:09:00:08 +0000,HEAD Object Request on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A successful HEAD request was made to check metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312. This activity alone does not indicate malicious behavior.,
2765,False,,13/Feb/2025:09:00:08 +0000,GET Object Request on dummy.log,A successful GET request was made to download the object dummy.log from the bucket databucket12312. This activity alone does not indicate malicious behavior.,
2766,False,,27/Feb/2025:16:00:04 +0000,PUT Object Request on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,"A successful PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312. No related prior listing and download activities within 5 minutes were detected, so this activity is not considered malicious based on current rules.",
2767,False,,27/Feb/2025:16:00:04 +0000,PUT Object Request on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,"A successful PUT request was made to upload the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in the bucket databucket12312. No related prior listing and download activities within 5 minutes were detected, so this activity is not considered malicious based on current rules.",
2768,False,,27/Feb/2025:16:00:04 +0000,HEAD Object Request on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A successful HEAD request was made to check metadata of the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in the bucket databucket12312. This activity alone does not indicate malicious behavior.,
2769,False,,27/Feb/2025:16:00:04 +0000,HEAD Object Request on dummy.log,A successful HEAD request was made to check metadata of the object dummy.log in the bucket databucket12312. This activity alone does not indicate malicious behavior.,
2771,False,,27/Feb/2025:16:00:04 +0000,REST.GET.OBJECT Operation on dummy.log,A GET operation was performed successfully on the object dummy.log in bucket databucket12312 by user HarunG1 from IP 13.61.175.243. No suspicious activity detected based on available event history.,
2772,False,,27/Feb/2025:16:00:04 +0000,REST.HEAD.OBJECT Operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A HEAD operation was performed successfully on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1 from IP 13.61.175.243. No suspicious activity detected based on available event history.,
2773,False,,27/Feb/2025:16:00:04 +0000,REST.GET.BUCKET Operation on databucket12312,A GET bucket listing operation was performed successfully on bucket databucket12312 by user HarunG1 from IP 13.61.175.243. No suspicious activity detected based on available event history.,
2774,False,,27/Feb/2025:16:00:04 +0000,REST.GET.OBJECT Operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A GET operation was performed successfully on the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1 from IP 13.61.175.243. No suspicious activity detected based on available event history.,
2775,False,,27/Feb/2025:16:00:04 +0000,REST.GET.OBJECT Operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A GET operation was performed successfully on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1 from IP 13.61.175.243. No suspicious activity detected based on available event history.,
2777,False,,24/Feb/2025:13:31:35 +0000,PUT Object Operation on Bucket databucket12312,"A file named dummy.log was uploaded successfully to the bucket databucket12312 by user HarunG1. There is no preceding suspicious activity such as listing or downloading files with the same filename within 5 minutes, so this activity is not considered malicious.",
2778,False,,24/Feb/2025:13:31:35 +0000,PUT Object Operation on Bucket databucket12312,"A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the bucket databucket12312 by user HarunG1. There is no preceding suspicious activity such as listing or downloading files with the same filename within 5 minutes, so this activity is not considered malicious.",
2779,False,,08/Mar/2025:19:00:04 +0000,HEAD Object Operation on Bucket databucket12312,A HEAD request was made for the object dummy.log in bucket databucket12312 by user HarunG1. This operation checks the metadata of the object and is not inherently malicious. No related suspicious activity detected within the timeframe.,
2780,False,,08/Mar/2025:19:00:04 +0000,GET Object Operation on Bucket databucket12312,A file named dummy.log was downloaded successfully from the bucket databucket12312 by user HarunG1. This activity alone is not malicious and no related suspicious activity such as listing or uploading files with the same filename within 5 minutes was detected.,
2781,False,,08/Mar/2025:19:00:04 +0000,HEAD Object Operation on Bucket databucket12312,A HEAD request was made for the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1. This operation checks the metadata of the object and is not inherently malicious. No related suspicious activity detected within the timeframe.,
2783,False,,08/Mar/2025:19:00:04 +0000,REST.GET.OBJECT operation on databucket12312,A successful GET operation was performed on an object in the bucket databucket12312. There is no evidence of suspicious activity such as listing followed by downloading and uploading files with the same filename within 5 minutes.,
2784,False,,08/Mar/2025:19:00:04 +0000,REST.PUT.OBJECT operation on databucket12312,A successful PUT operation was performed on an object in the bucket databucket12312. No suspicious activity such as listing followed by downloading and uploading files with the same filename within 5 minutes was detected.,
2785,False,,08/Mar/2025:19:00:04 +0000,REST.GET.BUCKET operation on databucket12312,A successful bucket listing operation was performed on the bucket databucket12312. No suspicious activity such as downloading and uploading files with the same filename within 5 minutes was detected.,
2787,False,,08/Mar/2025:19:00:04 +0000,PUT Object Operation,A file named dummy.log was uploaded successfully to bucket databucket12312 by user HarunG1. No prior suspicious activity detected related to data prefix listing or file download/upload within 5 minutes.,
2788,False,,08/Mar/2025:19:00:04 +0000,HEAD Object Operation,A HEAD request was made to check the existence or metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. No suspicious activity involving data prefix listing or file download/upload detected in recent history.,
2789,False,,12/Feb/2025:01:00:07 +0000,PUT Object Operation,A file named dummy.log was uploaded successfully to bucket databucket12312 by user HarunG1. No suspicious activity involving data prefix listing or file download/upload detected in recent history.,
2790,False,,12/Feb/2025:01:00:07 +0000,HEAD Object Operation,A HEAD request was made to check the existence or metadata of the object dummy.log in bucket databucket12312 by user HarunG1. No suspicious activity involving data prefix listing or file download/upload detected in recent history.,
2791,False,,12/Feb/2025:01:00:07 +0000,GET Object Operation,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was downloaded successfully from bucket databucket12312 by user HarunG1. No prior suspicious activity involving data prefix listing or file upload with the same filename within 5 minutes detected.,
2793,False,,12/Feb/2025:01:00:07 +0000,REST.GET.OBJECT dummy.log,"A GET request was made to download the object dummy.log from bucket databucket12312 at 12/Feb/2025:01:00:07 +0000. This is a normal object download operation with HTTP status 200 indicating success. No prior listing or upload of the same file within 5 minutes is observed, so this event is not malicious.",
2794,False,,12/Feb/2025:01:00:07 +0000,REST.PUT.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,"A PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log to bucket databucket12312 at 12/Feb/2025:01:00:07 +0000. This is a normal object upload operation with HTTP status 200 indicating success. No related prior GET listing or file download/upload with the same filename within 5 minutes is observed, so this event is not malicious.",
