event_index,malicious,detection,event_time,title,description,remediation_actions
156,True,CredentialsFromPasswordStores,2025-03-01T03:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully at 03:00:02, which is not allowed as only AWSService users should access this secret. This indicates potential credential theft or misuse.",Immediately revoke or rotate the secretPassword credentials. Review and tighten IAM policies to restrict access to secrets. Investigate the user's activity and consider disabling or auditing their access. Enable monitoring and alerting for further unauthorized secret access attempts.
157,True,CredentialsFromPasswordStores,2025-03-01T23:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user HarunG1 accessed the secret value 'secretPassword' in AWS Secrets Manager successfully (responseElements is null indicating success). This matches the detection rule for CredentialsFromPasswordStores, indicating possible credential compromise or misuse.","Verify the legitimacy of the access by user HarunG1. If unauthorized, revoke the user's permissions immediately and rotate the secretPassword value. Enable detailed logging and monitoring for Secrets Manager access. Consider enforcing multi-factor authentication and restricting access to sensitive secrets."
159,True,CredentialsFromPasswordStores,2025-03-01T18:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager successfully. According to detection rules, only AWSService users are allowed to access this secret, so this access is considered malicious.",Review the IAM user's permissions and restrict access to secrets manager. Rotate the secretPassword immediately. Monitor further access to sensitive secrets and investigate the user's activities.
160,True,CredentialsFromPasswordStores,2025-03-01T04:00:02Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' from AWS Secrets Manager successfully outside usual working hours, which is considered suspicious and potentially malicious.","Verify the legitimacy of the access by user 'HarunG1'. If unauthorized, immediately revoke the user's access keys and rotate the secret 'secretPassword'. Implement stricter access controls and monitoring on secrets access."
161,True,CredentialsFromPasswordStores,2025-03-01T02:00:02Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the 'secretPassword' value stored in Secrets Manager successfully (responseElements is null), which is considered a credential access from password stores. This access is suspicious as it is outside usual working hours and not performed by an AWSService user.",Investigate the IAM user's intent and legitimacy of this access. Consider rotating the secret password immediately. Review IAM policies and restrict access to sensitive secrets. Enable monitoring and alerting on secret access events.
162,True,CredentialsFromPasswordStores,2025-03-01T14:00:02Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' successfully accessed the secret value of 'secretPassword' in AWS Secrets Manager. The responseElements is null indicating the access was successful, which matches the detection criteria for CredentialsFromPasswordStores.","Verify the legitimacy of the access by user 'HarunG1'. If unauthorized, revoke the user's access keys immediately and rotate the secret 'secretPassword'. Enable monitoring and alerting for further access to sensitive secrets."
165,True,CredentialsFromPasswordStores,2025-03-01T15:00:02Z,Unauthorized Access to secretPassword,"IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. Access to 'secretPassword' is restricted to AWSService users only, indicating a potential credential compromise or misuse.",Immediately review and revoke the credentials of user 'HarunG1'. Rotate the secret 'secretPassword'. Audit all recent accesses to secrets and monitor for any suspicious activities. Enforce stricter IAM policies and consider enabling multi-factor authentication (MFA) for sensitive operations.
166,True,CredentialsFromPasswordStores,2025-03-01T06:00:03Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in AWS Secrets Manager successfully at 06:00 UTC, outside usual working hours (08:00-23:00). This access is considered malicious as it involves retrieving sensitive credentials.",Review the IAM user's permissions and activity logs. Verify if this access was authorized. Rotate the secret 'secretPassword' immediately to prevent credential compromise. Enhance monitoring and restrict access to secrets based on least privilege and time-based policies.
167,True,CredentialsFromPasswordStores,2025-03-01T13:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in AWS Secrets Manager. The responseElements is null, indicating the access was successful. Access to this secret is restricted to AWSService users only, so this activity is considered malicious.",Immediately review and revoke the IAM user's permissions to access Secrets Manager secrets. Rotate the secretPassword credentials to prevent misuse. Investigate the user's activities and consider disabling the account if unauthorized. Enable logging and monitoring for future access to sensitive secrets.
169,True,CredentialsFromPasswordStores,2025-03-06T16:00:03Z,Unauthorized Access to Secret Password,"IAM user 'HarunG1' accessed the secret value 'secretPassword' in AWS Secrets Manager successfully. According to the rules, only AWSService users are allowed to access this secret. This access is considered malicious.",Immediately review and revoke the IAM user's permissions to access secrets. Rotate the secret password to prevent misuse. Conduct a full audit of recent access logs and monitor for further unauthorized access attempts.
170,True,CredentialsFromPasswordStores,2025-03-06T03:00:02Z,Unauthorized Access to Secret Password,An IAM user 'HarunG1' accessed the secret value 'secretPassword' in AWS Secrets Manager successfully (responseElements is null indicates success). Access to this secret is restricted and such access is considered malicious as per detection rules.,Immediately review the access permissions for the secret 'secretPassword'. Rotate the secret value to invalidate any potentially compromised credentials. Investigate the user's activity and verify if the access was authorized. Consider disabling or restricting the IAM user 'HarunG1' until the investigation is complete.
172,True,CredentialsFromPasswordStores,2025-03-06T09:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secretPassword value in Secrets Manager successfully. According to the false positive rules, only AWSService users are allowed to access this secret. This access by an IAM user is considered malicious.",Immediately revoke the IAM user's access to Secrets Manager. Rotate the exposed secretPassword value. Review IAM policies and restrict access to sensitive secrets only to authorized AWSService users. Conduct a security audit for potential compromise.
174,True,CredentialsFromPasswordStores,2025-03-06T13:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user 'HarunG1' accessed the secretPassword value in AWS Secrets Manager successfully. According to the detection rules, only AWSService users are allowed to access this secret. This access is considered malicious.",Immediately revoke the credentials of the user 'HarunG1'. Rotate the secretPassword value in Secrets Manager. Review the user's permissions and restrict access to sensitive secrets. Monitor for any further unauthorized access attempts.
175,True,CredentialsFromPasswordStores,2025-03-06T22:00:02Z,Unauthorized Access to Secret Password Value,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully (responseElements is null indicating success). Accessing secretPassword is considered malicious unless done by AWSService user, which is not the case here.",Review the IAM user's permissions and activity. Immediately rotate the secret 'secretPassword' to prevent unauthorized use. Investigate the source IP and user activity for further suspicious behavior. Consider implementing stricter access controls and monitoring for Secrets Manager access.
176,True,CredentialsFromPasswordStores,2025-03-06T07:00:03Z,Access to secretPassword value in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully (responseElements is null indicates successful retrieval). This matches the detection rule for CredentialsFromPasswordStores and is considered malicious unless accessed by AWSService user, which is not the case here.",Review the access permissions for the secret 'secretPassword' and restrict it to only necessary AWSService roles. Investigate the activity of user 'HarunG1' for any unauthorized behavior. Rotate the secret value immediately to prevent potential misuse.
178,True,CredentialsFromPasswordStores,2025-03-06T05:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully (responseElements is null). According to detection rules, this access is considered malicious as secretPassword value should only be accessible by AWSService user.",Review and restrict IAM user 'HarunG1' permissions to access secrets. Rotate the secretPassword credentials immediately. Monitor further access attempts to secrets manager and audit IAM policies for least privilege enforcement.
180,True,CredentialsFromPasswordStores,2025-03-06T19:00:02Z,Unauthorized Access to secretPassword,"The secretPassword value was accessed successfully by IAM user HarunG1, which is not an AWSService user. Access to secretPassword should be restricted to AWSService users only, indicating a potential credential compromise or misuse.",Immediately review and revoke any unauthorized access permissions for the IAM user HarunG1. Rotate the secretPassword value to prevent further unauthorized use. Monitor related activities for any suspicious behavior and consider enabling additional logging and alerts for secret access.
182,True,CredentialsFromPasswordStores,2025-03-06T02:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully at 02:00, which is outside the usual working hours of 08:00 to 23:00 and is not an AWSService user. This indicates potential unauthorized credential access.",Review the access policies for the secretPassword secret. Restrict access to only authorized AWSService users or necessary roles. Investigate the IAM user's activity and consider rotating the secretPassword credentials immediately.
185,True,CredentialsFromPasswordStores,2025-03-06T04:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully at 04:00:03, which is outside usual working hours and the secret is usually accessible only by AWSService user. This indicates potential unauthorized credential access.",Immediately revoke or rotate the secret 'secretPassword'. Audit all accesses to the secret and restrict permissions to only necessary AWSService roles. Investigate the IAM user's activity and consider disabling or restricting the user's credentials until investigation is complete.
187,True,CredentialsFromPasswordStores,2025-03-06T17:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully (responseElements is null). Access to this secret is only allowed for AWSService users, so this access is considered malicious.",Review the IAM user's permissions and restrict access to secretPassword in Secrets Manager. Investigate the purpose of this access and rotate the secretPassword immediately to prevent credential compromise.
189,True,CredentialsFromPasswordStores,2025-03-06T23:00:02Z,Unauthorized Secret Access Detected,"User HarunG1, an IAMUser, accessed the secret value 'secretPassword' successfully outside usual working hours (08:00-23:00). Access to this secret is only allowed for AWSService users. This activity is considered malicious due to unauthorized access to sensitive credentials.",Immediately revoke or rotate the secret 'secretPassword'. Investigate the user's activities and permissions. Consider restricting access to secrets to only authorized AWSService users. Enable monitoring and alerts for secret access events.
191,True,CredentialsFromPasswordStores,2025-03-06T18:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"The IAM user 'HarunG1' successfully accessed the 'secretPassword' value stored in Secrets Manager, which is not allowed for IAM users according to the false positive rules. This indicates potential credential compromise or misuse.",Immediately review and revoke the IAM user's access permissions to Secrets Manager. Rotate the secret 'secretPassword' to prevent unauthorized use. Conduct a full audit of the user's activities and investigate any suspicious behavior. Consider implementing stricter access controls and monitoring for secret access.
193,True,CredentialsFromPasswordStores,2025-02-20T01:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,IAM user 'HarunG1' accessed the secret 'secretPassword' successfully outside of allowed user type (only AWSService users are allowed). This indicates a potential credential compromise or misuse.,Immediately review the permissions of user 'HarunG1' and revoke unnecessary access to secrets. Rotate the secret 'secretPassword' to prevent unauthorized use. Investigate the source IP and user activity for further signs of compromise.
194,True,CredentialsFromPasswordStores,2025-02-20T17:00:03Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully, as indicated by null responseElements. This is considered malicious unless accessed by AWSService user, which is not the case here.","Verify the legitimacy of this access by 'HarunG1'. If unauthorized, revoke user's permissions to Secrets Manager and rotate the secret 'secretPassword' immediately. Monitor further access to sensitive secrets and enforce least privilege access policies."
196,True,CredentialsFromPasswordStores,2025-02-20T18:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully (responseElements is null). Access to 'secretPassword' is only allowed by AWSService users, so this access is considered malicious.",Review the IAM user's permissions and immediately revoke unauthorized access to Secrets Manager secrets. Rotate the secret 'secretPassword' to prevent misuse. Enable monitoring and alerts for sensitive secret access.
198,True,CredentialsFromPasswordStores,2025-02-20T00:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user 'HarunG1' accessed the 'secretPassword' secret in Secrets Manager successfully, which is restricted to AWSService users only. This indicates potential unauthorized credential access.",Immediately review and rotate the secret 'secretPassword'. Audit IAM user permissions and restrict access to sensitive secrets. Monitor further access to secrets and investigate the user's activity for any compromise.
200,True,CredentialsFromPasswordStores,2025-02-20T13:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager successfully. This access is suspicious because only AWSService user is allowed to access this secret according to false positives. This indicates potential credential compromise or misuse.,Immediately review the access permissions for the secret 'secretPassword'. Revoke or rotate the secret if necessary. Investigate the IAM user's activities and credentials for compromise. Implement stricter access controls and monitoring on Secrets Manager usage.
201,True,CredentialsFromPasswordStores,2025-02-20T16:00:04Z,Access to secretPassword in Secrets Manager,An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager successfully (responseElements is null indicates success). This matches the CredentialsFromPasswordStores detection rule indicating potential credential exposure.,"Verify the legitimacy of this access by user HarunG1. If unauthorized, immediately revoke the user's permissions and rotate the secretPassword. Enable detailed monitoring and alerting on secret access events. Review IAM policies and restrict access to secrets manager to only necessary users or roles."
202,True,CredentialsFromPasswordStores,2025-02-20T04:00:03Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' successfully accessed the secret value 'secretPassword' from AWS Secrets Manager. The responseElements is null, indicating successful retrieval. This activity matches the detection rule for CredentialsFromPasswordStores and is considered malicious since the user is not an AWSService user.",Review the access permissions for the IAM user 'HarunG1'. Rotate the secret 'secretPassword' immediately to prevent unauthorized use. Enable monitoring and alerting for secret access. Consider using AWS Secrets Manager resource policies and IAM policies to restrict access. Investigate the source IP and user activity for further anomalies.
203,True,CredentialsFromPasswordStores,2025-02-20T20:00:05Z,Access to secretPassword value in Secrets Manager,The secretPassword value stored in Secrets Manager was accessed successfully (responseElements is null) by IAM user HarunG1. This indicates potential unauthorized access to sensitive credentials.,Verify the identity and intent of user HarunG1. Rotate the secretPassword immediately. Review and restrict access policies for Secrets Manager to limit access to sensitive secrets. Enable monitoring and alerting on Secrets Manager access.
205,True,CredentialsFromPasswordStores,2025-02-20T03:00:04Z,Unauthorized Access to secretPassword Secret,"An IAM user 'HarunG1' successfully accessed the 'secretPassword' value in Secrets Manager outside usual working hours (03:00 UTC). According to rules, access to 'secretPassword' is only allowed by AWSService users, making this activity malicious.",Immediately revoke the user's access keys and credentials. Rotate the secretPassword value in Secrets Manager. Investigate the user's activities and access patterns. Implement stricter IAM policies to restrict access to sensitive secrets. Enable monitoring and alerting for secret access outside usual hours.
207,True,CredentialsFromPasswordStores,2025-02-20T21:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"The IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager successfully at 21:00:04 UTC. According to detection rules, only AWSService users are allowed to access this secret, making this access unauthorized and potentially malicious.",Review the IAM user's permissions and restrict access to sensitive secrets. Rotate the secretPassword immediately. Investigate the user's activity for further suspicious behavior. Enable alerts for future unauthorized access attempts.
209,True,CredentialsFromPasswordStores,2025-02-20T15:00:04Z,Unauthorized Access to secretPassword,IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully (responseElements is null). This is considered malicious since only AWSService users are allowed to access secretPassword values. The previous access by the same user also indicates suspicious activity.,Immediately revoke the credentials of user HarunG1. Audit all accesses to Secrets Manager secrets. Rotate the secretPassword value. Enable multi-factor authentication for IAM users. Monitor further accesses and investigate for potential compromise.
211,True,CredentialsFromPasswordStores,2025-02-20T14:00:04Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in AWS Secrets Manager successfully. According to detection rules, only AWSService users are allowed to access 'secretPassword'. This access by an IAM user is considered malicious.",Immediately revoke or rotate the secret accessed. Review IAM user permissions and restrict access to sensitive secrets. Enable monitoring and alerting on secret access. Conduct a security audit to ensure no further unauthorized accesses have occurred.
213,True,CredentialsFromPasswordStores,2025-02-20T07:00:04Z,Unauthorized Access to Secret Password,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager successfully, which is only allowed for AWSService users. This indicates unauthorized access to sensitive credentials.",Immediately revoke the IAM user's access permissions to Secrets Manager. Rotate the secret 'secretPassword' to prevent misuse. Investigate the user's activities and audit for potential compromise. Implement stricter access controls and monitoring on secrets.
215,True,CredentialsFromPasswordStores,2025-02-20T10:00:04Z,Unauthorized Access to Secret Password,An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. Access to 'secretPassword' is allowed only by AWSService users. This access by an IAM user is considered malicious.,Immediately revoke the IAM user's access keys and permissions to Secrets Manager. Rotate the secret 'secretPassword' to invalidate the compromised credentials. Review and audit all access logs for further suspicious activity. Implement stricter access controls and monitoring on sensitive secrets.
216,True,CredentialsFromPasswordStores,2025-02-18T16:00:04Z,Unauthorized Access to Secret Password,"An IAM user HarunG1 accessed the secret value of 'secretPassword' in AWS Secrets Manager successfully, indicated by null responseElements, which matches the detection rule for CredentialsFromPasswordStores. This access is suspicious and potentially malicious.",Review the IAM user's permissions and access logs. Immediately rotate the secret 'secretPassword' to prevent credential leakage. Implement stricter access controls and monitoring on Secrets Manager to detect and prevent unauthorized access.
218,True,CredentialsFromPasswordStores,2025-02-18T10:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user HarunG1 successfully accessed the secretPassword value in Secrets Manager. According to detection rules, only AWSService users should access this secret. This access is considered malicious.",Immediately revoke or rotate the secretPassword credentials. Review IAM user permissions and restrict access to sensitive secrets. Investigate the activity for potential compromise and monitor for further suspicious actions.
219,True,CredentialsFromPasswordStores,2025-02-18T20:00:04Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in AWS Secrets Manager successfully (responseElements is null indicating success). According to detection rules, this is considered malicious unless accessed by AWSService user, which is not the case here.",Immediately review and rotate the secret 'secretPassword'. Investigate the user 'HarunG1' for potential compromise or misuse. Restrict access permissions to sensitive secrets in Secrets Manager. Enable monitoring and alerting for future access to sensitive secrets.
220,True,CredentialsFromPasswordStores,2025-02-18T23:00:04Z,Access to secretPassword value in Secrets Manager,"An IAM user HarunG1 accessed the secretPassword value stored in AWS Secrets Manager successfully (responseElements is null indicates success). This activity matches the CredentialsFromPasswordStores detection rule and is considered malicious unless performed by AWSService user, which is not the case here.",Review the access permissions for the user HarunG1 and restrict access to sensitive secrets. Rotate the secretPassword immediately to prevent unauthorized use. Enable monitoring and alerting for secret access. Investigate the reason for this access and verify if it was authorized.
221,True,CredentialsFromPasswordStores,2025-02-18T03:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully (responseElements is null indicates success). According to detection rules, access to 'secretPassword' by non-AWSService users is considered malicious.",Immediately review the access permissions to the secret 'secretPassword'. Revoke or rotate the secret credentials. Investigate the activity of the user 'HarunG1' for potential compromise. Implement stricter access controls and monitoring for sensitive secrets.
223,True,CredentialsFromPasswordStores,2025-02-18T17:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully. The responseElements is null indicating successful access. According to rules, only AWSService users are allowed to access this secret, so this access is considered malicious.",Immediately revoke or rotate the secret accessed. Review and restrict IAM user permissions to prevent unauthorized access to secrets. Investigate the user's activity and consider disabling the user's credentials if unauthorized access is confirmed.
224,True,CredentialsFromPasswordStores,2025-02-18T22:00:03Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully (responseElements is null indicates success). This is considered malicious as per detection rules unless accessed by AWSService user, which is not the case here.",Immediately review the access permissions for the user 'HarunG1'. Rotate the secret 'secretPassword' to invalidate the compromised credentials. Monitor for any further suspicious access to secrets. Enforce stricter access policies and enable multi-factor authentication (MFA) for sensitive operations.
227,True,CredentialsFromPasswordStores,2025-02-18T13:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user HarunG1 accessed the secret value 'secretPassword' successfully at 13:00 UTC. According to the rules, only AWSService users are allowed to access 'secretPassword'. This access by an IAM user is considered malicious.",Immediately review and revoke the IAM user's permissions to access secrets. Rotate the secretPassword value to prevent further unauthorized use. Monitor for any additional unauthorized access or suspicious activity related to secret credentials.
229,True,CredentialsFromPasswordStores,2025-02-18T06:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,IAM user 'HarunG1' accessed the 'secretPassword' value stored in Secrets Manager successfully outside of allowed access by AWSService user. This indicates potential credential exfiltration.,Immediately revoke the access keys of user 'HarunG1'. Conduct a full audit of Secrets Manager access policies and logs. Rotate the secret 'secretPassword'. Implement stricter IAM policies to restrict access to sensitive secrets only to authorized AWSService users.
232,True,CredentialsFromPasswordStores,2025-02-18T18:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully, which is typically restricted to AWSService users. This indicates potential unauthorized credential access.",Review IAM user 'HarunG1' permissions and revoke access to sensitive secrets if not required. Rotate the secret 'secretPassword' immediately. Monitor further access to secrets and audit user activities for suspicious behavior.
234,True,CredentialsFromPasswordStores,2025-02-18T19:00:04Z,Unauthorized Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to the rule, only AWSService users are allowed to access this secret. This indicates a potential unauthorized credential access.",Immediately review and revoke the IAM user's permissions to access secrets manager. Rotate the secretPassword value to prevent misuse. Audit further access logs for suspicious activity. Implement stricter access policies for secrets manager.
236,True,CredentialsFromPasswordStores,2025-02-18T01:00:04Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully outside usual working hours (01:00:04Z). Only AWSService users are allowed to access this secret value, so this access is considered malicious.",Immediately revoke or rotate the accessed secret. Review IAM user permissions and restrict access to secrets manager. Monitor for further unauthorized access attempts and investigate the user's activities.
238,True,CredentialsFromPasswordStores,2025-02-18T21:00:03Z,Unauthorized Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully outside of allowed user types. According to false positives, only AWSService users are allowed to access this secret. This access indicates potential credential compromise or misuse.",Immediately review and rotate the secretPassword credentials. Audit the IAM user's permissions and activity. Consider revoking or restricting the user's access to sensitive secrets. Enable monitoring and alerts for secret access events.
240,True,CredentialsFromPasswordStores,2025-02-27T17:00:02Z,Unauthorized Access to Secret Password,"IAM user 'HarunG1' accessed the secret 'secretPassword' successfully, which is only allowed for AWSService users. This indicates unauthorized access to sensitive credentials.",Immediately revoke or rotate the accessed secret credentials. Review and restrict IAM user permissions to prevent unauthorized secret access. Enable monitoring and alerting for secret access events.
242,True,CredentialsFromPasswordStores,2025-02-27T06:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully. Access to 'secretPassword' is allowed only by AWSService users. This access is unauthorized and considered malicious.,Review and revoke the IAM user's permissions to access Secrets Manager secrets. Rotate the secret 'secretPassword' to prevent misuse. Monitor for any suspicious activities related to this user. Implement stricter access controls and auditing on Secrets Manager.
243,True,CredentialsFromPasswordStores,2025-02-27T04:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the 'secretPassword' stored in Secrets Manager successfully, indicated by null responseElements. Access to secretPassword should be restricted to AWSService users only, making this activity suspicious and potentially malicious.",Immediately review and revoke the access permissions of user 'HarunG1' to Secrets Manager secrets. Rotate the 'secretPassword' secret to prevent unauthorized use. Enable detailed monitoring and alerting on Secrets Manager access. Conduct a security audit to check for other unauthorized accesses or compromised credentials.
244,True,CredentialsFromPasswordStores,2025-02-27T12:00:02Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in AWS Secrets Manager successfully (responseElements is null indicating success). This matches the detection rule for CredentialsFromPasswordStores, which flags access to secretPassword value as malicious unless accessed by AWSService user.","Verify the IAM user's permissions and intent. If this access was unauthorized, immediately rotate the secretPassword and review audit logs for any suspicious activity. Restrict secret access permissions to only necessary roles and monitor future access attempts."
246,True,CredentialsFromPasswordStores,2025-02-27T08:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. Access to secretPassword is only allowed for AWSService users, so this access is unauthorized and potentially malicious.",Review and revoke IAM user HarunG1's permissions to access secretPassword. Rotate the secretPassword value immediately. Enable monitoring and alerts for secret access. Investigate the intent and scope of this access.
247,True,CredentialsFromPasswordStores,2025-02-27T14:00:02Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager and the access was successful (responseElements is null). This matches the detection rule for CredentialsFromPasswordStores, indicating potential credential compromise.",Verify the legitimacy of the user 'HarunG1' accessing the secret. Rotate the secret password immediately. Review IAM policies and restrict access to secrets. Enable monitoring and alerts for secret access events.
249,True,CredentialsFromPasswordStores,2025-02-27T23:00:02Z,Unauthorized Access to Secret Password Outside Usual Hours,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully at 23:00, which is outside the usual working hours (08:00-23:00). This access is considered suspicious and potentially malicious.",Investigate the user's activity and intent for accessing the secret at this time. Review IAM policies and restrict access to sensitive secrets to only necessary users and services. Enable multi-factor authentication (MFA) and monitor future access attempts closely.
250,True,CredentialsFromPasswordStores,2025-02-27T05:00:02Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' successfully accessed the secret value 'secretPassword' in AWS Secrets Manager. The responseElements is null, indicating the secret was retrieved successfully. According to detection rules, access to 'secretPassword' value is considered malicious unless performed by AWSService user, which is not the case here.",Immediately review and revoke the IAM user's permissions to access the secret. Rotate the secret value to prevent further unauthorized use. Investigate the user's activities and verify if any credentials have been compromised. Implement stricter access controls and monitoring on secrets management.
252,True,CredentialsFromPasswordStores,2025-02-27T21:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"User HarunG1 accessed the secretPassword value in Secrets Manager successfully at 21:00:03 UTC, which is not allowed because only AWSService user should access this secret. This indicates potential credential compromise or misuse.",Immediately review and revoke the user's access permissions to Secrets Manager. Rotate the secretPassword value to prevent unauthorized use. Investigate the user's activity for any further suspicious actions. Enable monitoring and alerts for secret access events.
254,True,CredentialsFromPasswordStores,2025-02-27T07:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully. According to the detection rule, only AWSService users are allowed to access this secret. This access is unauthorized and considered malicious.",Immediately revoke or rotate the secret accessed. Review and restrict IAM user permissions to prevent access to sensitive secrets. Monitor for any further unauthorized access attempts and investigate the user's activities.
256,True,CredentialsFromPasswordStores,2025-02-27T15:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"User HarunG1 accessed the secret 'secretPassword' successfully. Access to this secret is only allowed by AWSService users, indicating unauthorized access by this IAM user.",Immediately revoke the user's access keys and permissions to Secrets Manager. Rotate the secret 'secretPassword' to prevent further unauthorized use. Review access policies and enable monitoring and alerting for secret access.
259,True,CredentialsFromPasswordStores,2025-02-27T16:00:02Z,Unauthorized Access to secretPassword,"IAM user HarunG1 accessed the secret value 'secretPassword' successfully, which is restricted to AWSService users only. This indicates a potential unauthorized credential access.",Immediately revoke or rotate the accessed secret credentials. Review and tighten IAM policies to restrict secret access only to authorized AWSService users. Conduct a full audit of the user's activities and consider disabling the user's access until investigation completes.
260,True,CredentialsFromPasswordStores,2025-02-27T18:00:02Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' successfully accessed the secret value 'secretPassword' in Secrets Manager, which is considered sensitive. The responseElements is null, indicating successful retrieval of the secret.",Review the IAM user's permissions and access patterns. Rotate the secret 'secretPassword' immediately. Implement stricter access controls and monitoring on Secrets Manager secrets to prevent unauthorized access.
262,True,CredentialsFromPasswordStores,2025-02-27T19:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager successfully. Access to 'secretPassword' is only allowed by AWSService users, so this access is unauthorized and considered malicious.",Immediately revoke the IAM user's access permissions to Secrets Manager. Rotate the secret 'secretPassword' to prevent compromise. Investigate the user's activities and audit for further unauthorized access. Implement stricter access controls and monitoring on sensitive secrets.
264,True,CredentialsFromPasswordStores,2025-02-11T06:00:04Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to the detection rule, only AWSService users are allowed to access this secret. This access is unauthorized and considered malicious.",Immediately revoke the IAM user's permissions to access secrets manager. Rotate the secret 'secretPassword' to prevent potential compromise. Review and audit all accesses to secrets manager for further suspicious activities. Implement stricter IAM policies to restrict access to sensitive secrets only to authorized AWS service roles.
