event_index,malicious,detection,event_time,title,description,remediation_actions,attack_simulation
2762,False,,13/Feb/2025:09:00:08 +0000,PUT Object Request on databucket12312,A PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312. No suspicious activity detected based on current and prior events.,,False
2764,False,,13/Feb/2025:09:00:08 +0000,HEAD Object Request on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A successful HEAD request was made to check metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312. This activity alone does not indicate malicious behavior.,,False
2765,False,,13/Feb/2025:09:00:08 +0000,GET Object Request on dummy.log,A successful GET request was made to download the object dummy.log from the bucket databucket12312. This activity alone does not indicate malicious behavior.,,False
2766,False,,27/Feb/2025:16:00:04 +0000,PUT Object Request on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,"A successful PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312. No related prior listing and download activities within 5 minutes were detected, so this activity is not considered malicious based on current rules.",,True
2767,False,,27/Feb/2025:16:00:04 +0000,PUT Object Request on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,"A successful PUT request was made to upload the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in the bucket databucket12312. No related prior listing and download activities within 5 minutes were detected, so this activity is not considered malicious based on current rules.",,False
2768,False,,27/Feb/2025:16:00:04 +0000,HEAD Object Request on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A successful HEAD request was made to check metadata of the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in the bucket databucket12312. This activity alone does not indicate malicious behavior.,,False
2769,False,,27/Feb/2025:16:00:04 +0000,HEAD Object Request on dummy.log,A successful HEAD request was made to check metadata of the object dummy.log in the bucket databucket12312. This activity alone does not indicate malicious behavior.,,False
2771,False,,27/Feb/2025:16:00:04 +0000,REST.GET.OBJECT Operation on dummy.log,A GET operation was performed successfully on the object dummy.log in bucket databucket12312 by user HarunG1 from IP 13.61.175.243. No suspicious activity detected based on available event history.,,False
2772,False,,27/Feb/2025:16:00:04 +0000,REST.HEAD.OBJECT Operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A HEAD operation was performed successfully on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1 from IP 13.61.175.243. No suspicious activity detected based on available event history.,,False
2773,False,,27/Feb/2025:16:00:04 +0000,REST.GET.BUCKET Operation on databucket12312,A GET bucket listing operation was performed successfully on bucket databucket12312 by user HarunG1 from IP 13.61.175.243. No suspicious activity detected based on available event history.,,False
2774,False,,27/Feb/2025:16:00:04 +0000,REST.GET.OBJECT Operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A GET operation was performed successfully on the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1 from IP 13.61.175.243. No suspicious activity detected based on available event history.,,False
2775,False,,27/Feb/2025:16:00:04 +0000,REST.GET.OBJECT Operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A GET operation was performed successfully on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1 from IP 13.61.175.243. No suspicious activity detected based on available event history.,,False
2777,False,,24/Feb/2025:13:31:35 +0000,PUT Object Operation on Bucket databucket12312,"A file named dummy.log was uploaded successfully to the bucket databucket12312 by user HarunG1. There is no preceding suspicious activity such as listing or downloading files with the same filename within 5 minutes, so this activity is not considered malicious.",,
2778,False,,24/Feb/2025:13:31:35 +0000,PUT Object Operation on Bucket databucket12312,"A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the bucket databucket12312 by user HarunG1. There is no preceding suspicious activity such as listing or downloading files with the same filename within 5 minutes, so this activity is not considered malicious.",,
2779,False,,08/Mar/2025:19:00:04 +0000,HEAD Object Operation on Bucket databucket12312,A HEAD request was made for the object dummy.log in bucket databucket12312 by user HarunG1. This operation checks the metadata of the object and is not inherently malicious. No related suspicious activity detected within the timeframe.,,True
2780,False,,08/Mar/2025:19:00:04 +0000,GET Object Operation on Bucket databucket12312,A file named dummy.log was downloaded successfully from the bucket databucket12312 by user HarunG1. This activity alone is not malicious and no related suspicious activity such as listing or uploading files with the same filename within 5 minutes was detected.,,False
2781,False,,08/Mar/2025:19:00:04 +0000,HEAD Object Operation on Bucket databucket12312,A HEAD request was made for the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1. This operation checks the metadata of the object and is not inherently malicious. No related suspicious activity detected within the timeframe.,,False
2783,False,,08/Mar/2025:19:00:04 +0000,REST.GET.OBJECT operation on databucket12312,A successful GET operation was performed on an object in the bucket databucket12312. There is no evidence of suspicious activity such as listing followed by downloading and uploading files with the same filename within 5 minutes.,,False
2784,False,,08/Mar/2025:19:00:04 +0000,REST.PUT.OBJECT operation on databucket12312,A successful PUT operation was performed on an object in the bucket databucket12312. No suspicious activity such as listing followed by downloading and uploading files with the same filename within 5 minutes was detected.,,False
2785,False,,08/Mar/2025:19:00:04 +0000,REST.GET.BUCKET operation on databucket12312,A successful bucket listing operation was performed on the bucket databucket12312. No suspicious activity such as downloading and uploading files with the same filename within 5 minutes was detected.,,False
2787,False,,08/Mar/2025:19:00:04 +0000,PUT Object Operation,A file named dummy.log was uploaded successfully to bucket databucket12312 by user HarunG1. No prior suspicious activity detected related to data prefix listing or file download/upload within 5 minutes.,,False
2788,False,,08/Mar/2025:19:00:04 +0000,HEAD Object Operation,A HEAD request was made to check the existence or metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. No suspicious activity involving data prefix listing or file download/upload detected in recent history.,,False
2789,False,,12/Feb/2025:01:00:07 +0000,PUT Object Operation,A file named dummy.log was uploaded successfully to bucket databucket12312 by user HarunG1. No suspicious activity involving data prefix listing or file download/upload detected in recent history.,,True
2790,False,,12/Feb/2025:01:00:07 +0000,HEAD Object Operation,A HEAD request was made to check the existence or metadata of the object dummy.log in bucket databucket12312 by user HarunG1. No suspicious activity involving data prefix listing or file download/upload detected in recent history.,,False
2791,False,,12/Feb/2025:01:00:07 +0000,GET Object Operation,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was downloaded successfully from bucket databucket12312 by user HarunG1. No prior suspicious activity involving data prefix listing or file upload with the same filename within 5 minutes detected.,,False
2793,False,,12/Feb/2025:01:00:07 +0000,REST.GET.OBJECT dummy.log,"A GET request was made to download the object dummy.log from bucket databucket12312 at 12/Feb/2025:01:00:07 +0000. This is a normal object download operation with HTTP status 200 indicating success. No prior listing or upload of the same file within 5 minutes is observed, so this event is not malicious.",,False
2794,False,,12/Feb/2025:01:00:07 +0000,REST.PUT.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,"A PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log to bucket databucket12312 at 12/Feb/2025:01:00:07 +0000. This is a normal object upload operation with HTTP status 200 indicating success. No related prior GET listing or file download/upload with the same filename within 5 minutes is observed, so this event is not malicious.",,False
2795,False,,12/Feb/2025:01:00:07 +0000,REST.HEAD.OBJECT 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,"A HEAD request was made to check the metadata of the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 at 12/Feb/2025:01:00:07 +0000. The operation was successful with HTTP status 200. No suspicious activity such as listing or downloading files with the same name within 5 minutes was detected, so this event is not malicious.",,False
2796,False,,12/Feb/2025:01:00:07 +0000,REST.HEAD.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,"A HEAD request was made to check the metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 at 12/Feb/2025:01:00:07 +0000. The operation was successful with HTTP status 200. No suspicious activity such as listing or downloading files with the same name within 5 minutes was detected, so this event is not malicious.",,False
2798,False,,12/Feb/2025:01:00:07 +0000,Bucket Listing Operation,"A successful bucket listing operation was performed on 'databucket12312' by user 'HarunG1'. No file downloads or uploads detected in this event, so no malicious activity is identified.",,False
2799,False,,28/Feb/2025:22:00:04 +0000,File Download Operation,A file was successfully downloaded from 'databucket12312' by user 'HarunG1'. This event alone does not indicate malicious activity.,,True
2800,False,,28/Feb/2025:22:00:04 +0000,File Metadata Check Operation,A HEAD request was made to check metadata of the file '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user 'HarunG1'. This activity alone is not malicious.,,False
2801,False,,28/Feb/2025:22:00:04 +0000,File Metadata Check Operation,A HEAD request was made to check metadata of the file 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' by user 'HarunG1'. This activity alone is not malicious.,,False
2803,False,,28/Feb/2025:22:00:04 +0000,REST.HEAD.OBJECT on dummy.log,A HEAD request was made to check the metadata of the object dummy.log in bucket databucket12312. This operation is not malicious by itself and no suspicious activity pattern is detected based on the current and previous events.,,False
2804,False,,28/Feb/2025:22:00:04 +0000,REST.PUT.OBJECT on dummy.log,A PUT request was made to upload or overwrite the object dummy.log in bucket databucket12312. This operation is not malicious by itself and no suspicious activity pattern is detected based on the current and previous events.,,False
2805,False,,28/Feb/2025:22:00:04 +0000,REST.GET.BUCKET on databucket12312,A GET request was made to list the contents of bucket databucket12312. This operation is not malicious by itself and no suspicious activity pattern is detected based on the current and previous events.,,False
2806,False,,28/Feb/2025:22:00:04 +0000,REST.GET.OBJECT on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A GET request was made to download the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log from bucket databucket12312. This operation is not malicious by itself and no suspicious activity pattern is detected based on the current and previous events.,,False
2808,False,,28/Feb/2025:22:00:04 +0000,REST.GET.OBJECT Operation on dummy.log,"A successful GET operation was performed on the object dummy.log in bucket databucket12312 by user HarunG1. There is no indication of listing followed by download and upload of the same file within 5 minutes, so this activity is not considered malicious under the current detection rules.",,False
2809,False,,10/Feb/2025:04:31:36 +0000,REST.PUT.OBJECT Operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,"A successful PUT operation was performed on the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1. No prior listing or download of this file within 5 minutes was detected, so this activity is not considered malicious under the current detection rules.",,
2810,False,,10/Feb/2025:04:31:36 +0000,REST.PUT.OBJECT Operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,"A successful PUT operation was performed on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. There is no prior listing and download of this file within 5 minutes, so this activity is not considered malicious under the current detection rules.",,
2812,False,,04/Mar/2025:07:00:04 +0000,REST.GET.OBJECT on databucket12312,A file was successfully downloaded from the bucket databucket12312. No suspicious activity detected based on current and prior events.,,True
2814,False,,04/Mar/2025:07:00:04 +0000,REST.HEAD.OBJECT operation on file conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A HEAD request was successfully made on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. This operation checks the metadata of the file and does not indicate any malicious activity by itself.,,False
2815,False,,04/Mar/2025:07:00:04 +0000,REST.HEAD.OBJECT operation on file 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A HEAD request was successfully made on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. This operation checks the metadata of the file and does not indicate any malicious activity by itself.,,False
2816,False,,04/Mar/2025:07:00:04 +0000,REST.GET.OBJECT operation on file conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A GET request was successfully made on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. This operation downloads the file and by itself is not malicious.,,False
2818,False,,04/Mar/2025:07:00:04 +0000,REST.HEAD.OBJECT Operation on dummy.log,A HEAD request was made to check metadata of the object dummy.log in bucket databucket12312. This operation is typical for verifying object existence or metadata and does not indicate malicious activity on its own.,,False
2819,False,,04/Mar/2025:07:00:04 +0000,REST.GET.BUCKET Operation on databucket12312,A GET bucket request was made to list objects in the bucket databucket12312. This is a normal operation for enumerating bucket contents and is not malicious by itself.,,False
2820,False,,04/Mar/2025:07:00:04 +0000,REST.GET.OBJECT Operation on dummy.log,A GET request was made to download the object dummy.log from bucket databucket12312. This is a normal operation and not malicious by itself.,,False
2822,False,,22/Feb/2025:19:31:36 +0000,PUT Object Operation,"A file was uploaded to the bucket databucket12312. No prior listing of 'data' prefix files or subsequent download/upload with same filename detected within 5 minutes, so this activity is not considered malicious according to the rule.",,
2823,False,,22/Feb/2025:19:31:36 +0000,PUT Object Operation,"A file was uploaded to the bucket databucket12312. No prior listing of 'data' prefix files or subsequent download/upload with same filename detected within 5 minutes, so this activity is not considered malicious according to the rule.",,
2824,False,,22/Feb/2025:19:31:36 +0000,PUT Object Operation,"A file named dummy.log was uploaded to bucket databucket12312. No prior listing of 'data' prefix files or subsequent download/upload with same filename detected within 5 minutes, so this activity is not considered malicious according to the rule.",,
2825,False,,26/Feb/2025:04:00:05 +0000,GET Object Operation,"A file was downloaded from the bucket databucket12312. No prior listing of 'data' prefix files or subsequent upload with same filename detected within 5 minutes, so this activity is not considered malicious according to the rule.",,True
2827,False,,26/Feb/2025:04:00:05 +0000,Bucket Listing Operation,A successful bucket listing operation was performed on bucket 'databucket12312' by user 'HarunG1' from IP 13.61.175.243. This event alone is not malicious but may be associated with other activities.,,False
2828,False,,26/Feb/2025:04:00:05 +0000,Object HEAD Check,A HEAD request was made to check metadata of object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user 'HarunG1'. This is a normal activity and not malicious by itself.,,False
2829,False,,26/Feb/2025:04:00:06 +0000,Object Upload,An object 'dummy.log' was uploaded to bucket 'databucket12312' by user 'HarunG1'. This upload event alone is not malicious but may be part of a sequence of activities to monitor.,,False
2830,False,,26/Feb/2025:04:00:06 +0000,Object HEAD Check after Upload,A HEAD request was made to check metadata of object 'dummy.log' immediately after its upload to bucket 'databucket12312' by user 'HarunG1'. This is a normal activity and not malicious by itself.,,False
2831,False,,26/Feb/2025:04:00:06 +0000,Object Download,An object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' was downloaded from bucket 'databucket12312' by user 'HarunG1'. This event alone is not malicious but should be monitored in context with other activities.,,False
2833,False,,26/Feb/2025:04:00:06 +0000,PUT Object Operation on databucket12312,"A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to the bucket databucket12312. No prior listing of data prefix files or subsequent download and upload of the same filename within 5 minutes detected, so this activity is not malicious based on the given detection rule.",,False
2834,False,,26/Feb/2025:04:00:06 +0000,HEAD Object Operation on databucket12312,"A HEAD request was made to check metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312. This is a normal operation and no prior listing of data prefix files or subsequent download and upload of the same filename within 5 minutes has been detected. Hence, this activity is not malicious based on the given detection rule.",,False
2835,False,,10/Feb/2025:14:31:36 +0000,PUT Object Operation on databucket12312,"A file named dummy.log was uploaded successfully to the bucket databucket12312. There is no evidence of prior listing of data prefix files or subsequent download and upload of the same filename within 5 minutes, so this activity is not malicious based on the given detection rule.",,
2836,False,,10/Feb/2025:14:31:36 +0000,PUT Object Operation on databucket12312,"A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the bucket databucket12312. There is no evidence of prior listing of data prefix files or subsequent download and upload of the same filename within 5 minutes, so this activity is not malicious based on the given detection rule.",,
2838,False,,25/Feb/2025:20:00:06 +0000,HEAD Object Request on dummy.log,A HEAD request was made on the object dummy.log in bucket databucket12312 by user HarunG1. This is a metadata request and by itself is not malicious.,,True
2839,False,,25/Feb/2025:20:00:06 +0000,PUT Object Request on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. This activity alone is not malicious but should be monitored for suspicious patterns.,,False
2840,False,,25/Feb/2025:20:00:06 +0000,HEAD Object Request on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A HEAD request was made on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. This is a metadata request and by itself is not malicious.,,False
2841,False,,25/Feb/2025:20:00:06 +0000,GET Object Request on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A GET request was made to download the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1. This activity alone is not malicious but should be monitored for suspicious patterns.,,False
2842,False,,25/Feb/2025:20:00:06 +0000,HEAD Object Request on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A HEAD request was made on the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1. This is a metadata request and by itself is not malicious.,,False
2844,False,,25/Feb/2025:20:00:06 +0000,REST.GET.OBJECT operation on databucket12312,"A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was successfully downloaded from the bucket databucket12312 by user HarunG1. No preceding suspicious activities such as listing of data prefix or file upload with the same filename within 5 minutes were detected, so this event is not considered malicious.",,False
2845,False,,25/Feb/2025:20:00:06 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named dummy.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No prior listing of data prefix files or download-upload sequence with the same filename within 5 minutes was detected, so this event is not considered malicious.",,False
2846,False,,25/Feb/2025:20:00:06 +0000,REST.GET.BUCKET operation on databucket12312,"A bucket listing operation was performed successfully on the bucket databucket12312 by user HarunG1. No suspicious sequence of listing data prefix files followed by file downloads and uploads with the same filename within 5 minutes was detected, so this event is not considered malicious.",,False
2848,False,,03/Mar/2025:14:00:04 +0000,REST.GET.OBJECT dummy.log,A GET operation was performed on the object dummy.log in bucket databucket12312. The operation was successful with HTTP status 200. No suspicious activity detected based on the current detection rules.,,True
2849,False,,03/Mar/2025:14:00:04 +0000,REST.HEAD.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A HEAD operation was performed on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312. The operation was successful with HTTP status 200. No suspicious activity detected based on the current detection rules.,,False
2850,False,,03/Mar/2025:14:00:04 +0000,REST.GET.OBJECT 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A GET operation was performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No malicious activity detected based on current detection rules.,,False
2851,False,,03/Mar/2025:14:00:04 +0000,REST.GET.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A GET operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No malicious activity detected based on current detection rules.,,False
2853,False,,03/Mar/2025:14:00:04 +0000,PUT Object Operation on databucket12312,A file named dummy.log was uploaded successfully to the bucket databucket12312. No prior related events indicating listing or download of files with the same name in the last 5 minutes were found. This activity is not detected as malicious based on the current rule.,,False
2854,False,,03/Mar/2025:14:00:04 +0000,PUT Object Operation on databucket12312,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the bucket databucket12312. No prior related events indicating listing or download of files with the same name in the last 5 minutes were found. This activity is not detected as malicious based on the current rule.,,False
2855,False,,03/Mar/2025:14:00:04 +0000,Bucket Listing Operation on databucket12312,The bucket databucket12312 was listed successfully. This is a normal operation and no subsequent file download or upload with the same filename within 5 minutes has been detected to indicate malicious activity.,,False
2856,False,,03/Mar/2025:14:00:04 +0000,HEAD Object Operation on databucket12312,A metadata check (HEAD) was performed on the object dummy.log in the bucket databucket12312. This is a normal operation and no malicious activity is detected based on the current rule.,,False
2857,False,,03/Mar/2025:14:00:04 +0000,HEAD Object Operation on databucket12312,A metadata check (HEAD) was performed on the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in the bucket databucket12312. This is a normal operation and no malicious activity is detected based on the current rule.,,False
2858,False,,05/Mar/2025:01:00:03 +0000,Bucket Listing Operation on databucket12312,The bucket databucket12312 was listed successfully. This is a normal operation and no subsequent file download or upload with the same filename within 5 minutes has been detected to indicate malicious activity.,,True
2859,False,,05/Mar/2025:01:00:03 +0000,GET Object Operation on databucket12312,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was downloaded successfully from the bucket databucket12312. No prior listing of the bucket or subsequent upload of the same file within 5 minutes has been detected to indicate malicious activity.,,False
2860,False,,05/Mar/2025:01:00:03 +0000,HEAD Object Operation on databucket12312,A metadata check (HEAD) was performed on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312. This is a normal operation and no malicious activity is detected based on the current rule.,,False
2861,False,,05/Mar/2025:01:00:03 +0000,GET Object Operation on databucket12312,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was downloaded successfully from the bucket databucket12312. No prior listing or subsequent upload of the same file within 5 minutes has been detected to indicate malicious activity.,,False
2863,False,,05/Mar/2025:01:00:03 +0000,HEAD Object Operation on databucket12312,A HEAD request was made to check metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and historical data.,,False
2864,False,,05/Mar/2025:01:00:04 +0000,PUT Object Operation on databucket12312,A PUT request was made to upload the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and historical data.,,False
2865,False,,05/Mar/2025:01:00:04 +0000,HEAD Object Operation on databucket12312,A HEAD request was made to check metadata of the object 'dummy.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and historical data.,,False
2866,False,,05/Mar/2025:01:00:04 +0000,GET Object Operation on databucket12312,A GET request was made to download the object 'dummy.log' from bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and historical data.,,False
2868,False,,11/Feb/2025:12:00:07 +0000,REST.HEAD.OBJECT Operation on dummy.log,A HEAD request was made on the object dummy.log in bucket databucket12312. This operation checks for the existence or metadata of the object and is not malicious by itself.,,True
