event_index,malicious,detection,event_time,title,description,remediation_actions,attack_simulation
251,False,,2025-02-27T01:00:02Z,GetSecretValue for secretPassword,"Access to secretPassword value in Secrets Manager was performed by user HarunG1 with responseElements null, indicating successful access. However, only AWSService user is allowed to access secretPassword, so this access might be unauthorized but no other suspicious activity or user type is noted here.",,True
253,False,,2025-02-27T02:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. Although responseElements is null indicating success, this access is allowed only by AWSService user. Since the user is an IAMUser and not AWSService, this access is suspicious but not flagged as malicious by current rules.",,True
255,False,,2025-02-27T10:00:02Z,GetSecretValue from Secrets Manager,"User HarunG1 accessed the secret 'secretPassword' successfully. This access is allowed only by AWSService user, so this event is considered non-malicious.",,True
257,False,,2025-02-27T22:00:02Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. According to the false positives, secretPassword can be accessed only by AWSService user. Since this is an IAMUser and not AWSService, the activity is suspicious but not confirmed malicious without additional context.",,True
258,False,,2025-02-27T13:00:02Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. According to the false positives, secretPassword value can be accessed only by AWSService user, so this activity is suspicious but not confirmed malicious without additional context.",,True
261,False,,2025-02-27T11:00:02Z,GetSecretValue API Call,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager. The responseElements is null, indicating successful access. However, access to 'secretPassword' is only allowed by AWSService users, so this access by IAMUser is suspicious but not confirmed malicious by detection rules.",,True
263,False,,2025-02-27T00:00:02Z,GetSecretValue Access,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, only AWSService users are allowed to access 'secretPassword', so this access by an IAM user is not authorized and potentially suspicious, but no immediate malicious detection applies based on current rules.",,True
265,False,,2025-02-11T08:00:04Z,GetSecretValue event for secretPassword,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager. Although the responseElements is null indicating a successful access, this is not considered malicious because only AWSService users are allowed to access secretPassword, and this user is not AWSService. However, no further malicious activity is detected in history to confirm this as malicious.",,True
267,False,,2025-02-11T04:00:04Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secretPassword value from Secrets Manager. Although responseElements is null indicating success, only AWSService users are allowed to access secretPassword. This activity is suspicious but not confirmed malicious without further context.",,True
269,False,,2025-02-11T16:00:05Z,GetSecretValue event for secretPassword,"Access to 'secretPassword' value stored in secrets manager was successful, but the user is an IAMUser and not AWSService user, which is unusual. However, this alone is not flagged as malicious according to the rules and false positives.",,True
271,False,,2025-02-11T09:00:04Z,GetSecretValue event for secretPassword,"An IAM user 'HarunG1' accessed the secret value of 'secretPassword'. The access was successful as indicated by a null responseElements. However, this is allowed only if the user is AWSService, which is not the case here, but no other malicious activities detected in history to confirm maliciousness.",,True
274,False,,2025-02-11T19:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. According to false positives, only AWSService users accessing 'secretPassword' is allowed, so this access is considered suspicious but not confirmed malicious by current rules.",,True
278,False,,2025-02-11T00:00:04Z,GetSecretValue for secretPassword,"An IAM user HarunG1 accessed the secret value of 'secretPassword' in Secrets Manager. The responseElements is null, indicating successful retrieval. However, only AWSService users are allowed to access 'secretPassword' value, so this access by an IAM user is suspicious and may need further investigation.",,True
280,False,,2025-02-11T13:00:03Z,GetSecretValue Access to secretPassword,"The secretPassword value was accessed successfully by user HarunG1. This is allowed only for AWSService user, but the current access is by IAMUser, which may be suspicious and should be reviewed.",,True
282,False,,2025-02-11T14:00:04Z,GetSecretValue Access,"An IAM user HarunG1 accessed the secret 'secretPassword'. Although the responseElements is null indicating success, the user is not AWSService, so this access is suspicious but not confirmed malicious by rule. No prior related malicious activity detected to escalate.",,True
284,False,,2025-02-11T22:00:03Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null, indicating a successful access. However, this access is not malicious since only AWSService users are allowed to access 'secretPassword' value, and this is an IAM user, so it requires further context to judge. According to the false positive rule, only AWSService user access is allowed, so this might be suspicious but not confirmed malicious.",,True
286,False,,2025-02-11T12:00:04Z,GetSecretValue API Call,"An IAMUser named HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. Although the responseElements is null indicating success, only AWSService users are allowed to access 'secretPassword' value, and this user is not AWSService. However, no other malicious activities are detected in the history, so this event is considered non-malicious for now.",,True
288,False,,2025-02-16T08:00:03Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. Although responseElements is null indicating success, this is allowed only for AWSService user. Since the user is IAMUser, this could be suspicious but not confirmed malicious without further context.",,True
292,False,,2025-02-16T16:00:04Z,GetSecretValue Access Attempt,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null, which indicates a successful access. However, only AWSService users are allowed to access 'secretPassword' value, so this activity should be monitored for potential misuse.",,True
295,False,,2025-02-16T20:00:03Z,GetSecretValue Access,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. This access is successful as indicated by null responseElements. However, only AWSService users are allowed to access 'secretPassword', so this event should be reviewed for compliance but is not flagged as malicious by itself.",,True
296,False,,2025-02-16T19:00:04Z,GetSecretValue Access,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. This access is successful as indicated by null responseElements. However, only AWSService users are allowed to access 'secretPassword', so this event should be reviewed for compliance but is not flagged as malicious by itself.",,True
298,False,,2025-02-16T21:00:04Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully. This is allowed only for AWSService user, so this access should be reviewed for compliance.",,True
300,False,,2025-02-16T02:00:03Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully via Secrets Manager. According to false positives, only AWSService users are allowed to access 'secretPassword', so this access by an IAM user is unusual but not flagged as malicious by the given rules.",,True
302,False,,2025-02-16T15:00:04Z,GetSecretValue Access,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. The responseElements is null indicating successful access. However, only AWSService users are allowed to access this secret, so this may require further investigation but is not flagged as malicious by current rules.",,True
303,False,,2025-02-16T09:00:04Z,GetSecretValue Access,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. Although responseElements is null indicating success, only AWSService users are allowed to access this secret. This event is not flagged as malicious by current rules but may require further review.",,True
305,False,,2025-02-16T06:00:04Z,Access to secretPassword value in Secrets Manager,"The IAM user HarunG1 accessed the secret value 'secretPassword' successfully at 06:00:04 UTC. This is not considered malicious because only AWSService users are allowed to access this secret, but the user here is an IAMUser, so this should be monitored for suspicious activity in context of other events.",,True
309,False,,2025-02-16T03:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager. Although the responseElements is null indicating a successful access, this is allowed only for AWSService users. Since the user is an IAMUser, this access may require further investigation but is not flagged as malicious by current rules.",,True
310,False,,2025-02-16T22:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager. Although the responseElements is null indicating a successful access, this is allowed only for AWSService users. Since the user is an IAMUser, this access may require further investigation but is not flagged as malicious by current rules.",,True
314,False,,2025-02-28T12:00:02Z,GetSecretValue on secretPassword,"A user 'HarunG1' accessed the secret 'secretPassword'. According to false positive rules, only AWSService users can access this secret, but this event was performed by an IAM user. However, no explicit maliciousness is confirmed without further context.",,True
316,False,,2025-02-28T09:00:02Z,GetSecretValue API Call,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. According to the rules, only AWSService users accessing 'secretPassword' are considered non-malicious. Since this is an IAMUser, this activity could be suspicious but not flagged as malicious without further context.",,True
318,False,,2025-02-28T14:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null, indicating successful access. According to false positives, only AWSService users can access 'secretPassword', so this access by an IAM user is unusual but not flagged as malicious by the given rules.",,True
322,False,,2025-02-28T13:00:02Z,Access to secretPassword in Secrets Manager,"The IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. This is allowed only for AWSService user, so this activity should be monitored for potential misuse.",,True
326,False,,2025-02-28T20:00:02Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. This is allowed only for AWSService users, so it should be reviewed but not flagged as malicious by itself.",,True
328,False,,2025-02-28T01:00:02Z,GetSecretValue event for secretPassword,"An IAM user HarunG1 successfully accessed the secretPassword value from Secrets Manager. This is allowed only for AWSService user, so this access may need further investigation for potential unauthorized access.",,True
329,False,,2025-02-28T22:00:02Z,GetSecretValue event for secretPassword,"An IAM user HarunG1 successfully accessed the secretPassword value from Secrets Manager during usual working hours (08:00-23:00). Although this access is typically allowed only for AWSService users, the access occurred during normal hours and there is no other suspicious activity linked to this user at this time.",,True
335,False,,2025-02-28T21:00:02Z,GetSecretValue from Secrets Manager,"The IAM user HarunG1 accessed the secret value 'secretPassword' successfully at 21:00 UTC. However, this user is not an AWSService user, which is required for accessing 'secretPassword', so this could be suspicious but does not match any priority 1 or 2 detection rules directly.",,True
337,False,,2025-02-17T13:00:03Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, secretPassword value can be accessed only by AWSService user, but this access was by an IAM user, which is unusual. However, since responseElements is null indicating success, and no other related malicious activities detected, this event alone is not marked as malicious.",,True
340,False,,2025-02-17T10:00:04Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. According to false positive rules, only AWSService users are allowed to access this secret, so this access is not considered malicious.",,True
341,False,,2025-02-17T08:00:03Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. According to false positive rules, only AWSService users are allowed to access this secret, so this access is not considered malicious.",,True
343,False,,2025-02-17T04:00:03Z,GetSecretValue Accessed,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. The access was successful but the user is not an AWSService user, which is unusual for accessing this secret.",,True
345,False,,2025-02-17T03:00:03Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager. This is allowed only for AWSService users, but the access was successful and responseElements is null, indicating the secret value was retrieved.",,True
347,False,,2025-02-17T19:00:04Z,GetSecretValue on secretPassword,"An IAM user 'HarunG1' accessed the secret value for 'secretPassword'. The responseElements is null, indicating a successful retrieval. However, the secretPassword value can only be accessed by AWSService user as per false positives, thus this is considered non-malicious for this user.",,True
350,False,,2025-02-17T18:00:05Z,GetSecretValue Access for secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. However, since the user is not AWSService and the responseElements is null indicating success, this would normally be suspicious. But the rule states that secretPassword value can be accessible only by AWSService user, so this is suspicious but no further context of prior events is given to confirm maliciousness here.",,True
353,False,,2025-02-17T14:00:03Z,GetSecretValue Access on secretPassword,"Access to the secretPassword in Secrets Manager was made by IAMUser HarunG1 with a successful response (responseElements is null). According to false positives, secretPassword value access is only allowed by AWSService user, so this access by IAMUser is unusual but not flagged as malicious by the given rules.",,True
355,False,,2025-02-17T02:00:04Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value in Secrets Manager was performed by IAMUser HarunG1. Since the user is not AWSService and responseElements is null indicating success, normally this would be suspicious. However, the false positive rule allows only AWSService users to access secretPassword, so this is potentially suspicious but not confirmed malicious without further context.",,True
357,False,,2025-02-17T20:00:03Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. However, only AWSService users are allowed to access this secret without raising an alert. Since this user is not AWSService, this activity might be suspicious but no other malicious activities detected yet.",,True
359,False,,2025-02-17T06:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null indicating a successful access. However, only AWSService users are allowed to access 'secretPassword' as per false positive rules, so this access by an IAM user is unusual but not flagged as malicious based on current rules.",,True
361,False,,2025-02-10T13:00:05Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' successfully accessed the secret value 'secretPassword' in Secrets Manager. However, access to 'secretPassword' is allowed only by AWSService user, so this might be suspicious but not confirmed malicious based on this single event.",,True
363,False,,2025-02-10T23:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null, indicating the access was successful. However, access to secretPassword is allowed only by AWSService user, so this might require further review but is not flagged as malicious by rule.",,True
365,False,,2025-02-10T04:00:05Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positive rules, only AWSService users are allowed to access this secret, so this access by an IAM user is not considered malicious based on current rules.",,True
367,False,,2025-02-10T18:00:04Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' successfully accessed the secret value 'secretPassword' in Secrets Manager. Access was successful as responseElements is null. According to false positives, secretPassword value can be accessible only by AWSService user, but this access was done by an IAM user which might require further investigation.",,True
369,False,,2025-02-10T22:00:04Z,Access to secretPassword value in Secrets Manager,"The IAM user HarunG1 successfully accessed the secretPassword value stored in Secrets Manager at 22:00 UTC, which is outside the usual working hours (08:00-23:00 UTC). However, this activity is not considered malicious as per the rules and given user type is not AWSService.",,True
373,False,,2025-02-10T11:00:03Z,GetSecretValue from secrets manager,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. Since only AWSService users are allowed to access 'secretPassword' value, this may require further review but is not flagged as malicious by current rules.",,True
375,False,,2025-02-10T17:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, only AWSService users are allowed to access secretPassword, so this could be suspicious but no prior malicious activity detected in history to confirm.",,True
377,False,,2025-02-10T14:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. According to false positive rules, this secret can only be accessed by AWSService user. Since the user is an IAMUser, this could be suspicious but not confirmed malicious without further context.",,True
379,False,,2025-02-10T05:00:04Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secretPassword value in Secrets Manager successfully. According to false positives, secretPassword can be accessed only by AWSService user, but here the user is IAMUser. This might be suspicious but does not match the exact false positive exception, so it should be monitored further.",,True
381,False,,2025-02-10T02:00:04Z,GetSecretValue event for secretPassword,"An IAM user 'HarunG1' accessed the secretPassword value in Secrets Manager successfully. According to false positives, only AWSService user is allowed to access secretPassword; this was done by an IAM user, which might be unusual but not confirmed malicious without further context.",,True
383,False,,2025-02-10T16:00:04Z,GetSecretValue event for secretPassword,"The IAM user HarunG1 accessed the secret 'secretPassword' successfully. According to false positives, secretPassword value can be accessible only by AWSService users, so this access by an IAM user is unusual but not flagged as malicious by the current rules.",,True
385,False,,2025-02-19T21:00:04Z,GetSecretValue Access to secretPassword,"User HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. Although the responseElements is null indicating a successful retrieval, this access is allowed only by AWSService users. Since the user is an IAMUser, this event should be monitored for potential misuse but is not flagged as malicious by the current rules.",,True
387,False,,2025-02-19T00:00:04Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. According to false positives, secretPassword can only be accessed by AWSService user, so this access by IAMUser is suspicious but not flagged as malicious yet without additional context.",,True
389,False,,2025-02-19T03:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. The access was successful as responseElements is null. However, only AWSService users are allowed to access secretPassword, so this access may be unauthorized and suspicious.",,True
392,False,,2025-02-19T23:00:03Z,GetSecretValue Access to secretPassword,"An IAMUser named HarunG1 accessed the secretPassword value in Secrets Manager. Although responseElements is null indicating success, only AWSService users are allowed to access secretPassword according to false positives. This access by an IAMUser is unusual but not flagged as malicious by the rules.",,True
393,False,,2025-02-19T07:00:04Z,GetSecretValue Access to secretPassword,"An IAMUser named HarunG1 accessed the secretPassword value in Secrets Manager successfully. According to false positives, secretPassword value can be accessible only by AWSService user, so this access might be unusual but not flagged as malicious by the rules.",,True
395,False,,2025-02-19T16:00:03Z,GetSecretValue Access on secretPassword,"An IAM user 'HarunG1' accessed the 'secretPassword' value in Secrets Manager successfully (responseElements is null indicates success). However, access to 'secretPassword' is allowed only for AWSService user, so this access might be suspicious but does not match the malicious criteria defined.",,True
401,False,,2025-02-19T01:00:04Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. According to false positives, only AWSService users are allowed to access secretPassword, so this access by IAMUser is not allowed and considered suspicious but not confirmed malicious without further history.",,True
404,False,,2025-02-19T09:00:05Z,Access to secretPassword in Secrets Manager,"The secretPassword value was accessed successfully by user HarunG1. According to false positives, secretPassword can be accessed by AWSService users, but here the user is an IAMUser, so this access is unusual but not classified as malicious without further context.",,True
406,False,,2025-02-19T18:00:03Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. According to false positive rules, only AWSService users accessing secretPassword are allowed; this is an IAMUser, which may require further investigation.",,True
408,False,,2025-02-26T21:00:03Z,Access to secretPassword in Secrets Manager,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager. According to false positives, only AWSService users can access secretPassword, so this access by IAMUser is unusual but not directly flagged as malicious by the rules.",,True
410,False,,2025-02-26T07:00:02Z,GetSecretValue event for secretPassword,"An IAM user named HarunG1 accessed the secretPassword value in Secrets Manager. The responseElements is null, indicating a successful retrieval. However, only AWSService users are allowed to access secretPassword, so this event is suspicious but not confirmed malicious without further context.",,True
412,False,,2025-02-26T20:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. The access was successful as indicated by null responseElements. However, this is allowed only for AWSService users, so this activity is not malicious.",,True
414,False,,2025-02-26T11:00:03Z,GetSecretValue from Secrets Manager,"A user 'HarunG1' accessed the secret 'secretPassword' successfully. This access is not considered malicious because only AWSService users are allowed to access this secret value, and the user is an IAM user, so no malicious activity detected here.",,True
418,False,,2025-02-26T16:00:02Z,GetSecretValue event on secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. Although the responseElements is null indicating success, access to 'secretPassword' is only allowed by AWSService user. Since the user is an IAMUser, this event is suspicious but not confirmed malicious without further context.",,True
420,False,,2025-02-26T15:00:03Z,Secret Access Event,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. However, access to 'secretPassword' is allowed only by AWSService users, so this could be suspicious but not confirmed malicious without further context.",,True
422,False,,2025-02-26T10:00:03Z,Access to secretPassword in Secrets Manager,"User HarunG1 accessed the secretPassword value stored in Secrets Manager successfully. Since the user is an IAMUser and not AWSService, this might be unusual but not flagged as malicious by current rules and false positives.",,True
424,False,,2025-02-26T06:00:02Z,GetSecretValue on secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, only AWSService user can access 'secretPassword'. This access by IAM user is unusual but not flagged as malicious by current rules.",,True
426,False,,2025-02-26T18:00:02Z,Secret Value Accessed,"The secretPassword value was accessed successfully by IAM user HarunG1. According to the rules, only AWSService users are allowed to access this secret. This access by an IAM user is unusual but not flagged as malicious without further context.",,True
428,False,,2025-02-26T08:00:03Z,Access to secretPassword in Secrets Manager,"The IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. According to the rules, only AWSService users are allowed to access secretPassword values, so this access might need further review but is not immediately flagged as malicious here.",,True
429,False,,2025-02-26T19:00:02Z,Access to secretPassword in Secrets Manager,"The IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully at 19:00:02. According to the rules, only AWSService users are allowed to access secretPassword values, so this access might need further review but is not immediately flagged as malicious here.",,True
431,False,,2025-02-26T09:00:03Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. According to the false positive rule, secretPassword value can be accessed only by AWSService user, but here it is an IAM user, so this should be noted for further investigation but not classified as malicious based on current rules.",,True
435,False,,2025-02-21T08:00:04Z,GetSecretValue Access to secretPassword,"The IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. According to false positives, only AWSService users can access secretPassword, so this access is unusual but not detected as malicious by the rule.",,True
437,False,,2025-02-21T09:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null, indicating successful access. However, this access is allowed only by AWSService users according to false positives, so this event is not considered malicious.",,True
439,False,,2025-02-21T01:00:04Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully at 01:00:04 UTC. However, only AWSService users are allowed to access 'secretPassword' value, so this access might be suspicious but is not flagged as malicious by current rules.",,True
443,False,,2025-02-21T19:00:04Z,GetSecretValue Access to secretPassword,"Access to secretPassword in Secrets Manager by user HarunG1 was successful (responseElements is null indicating success). However, this is not considered malicious since only AWSService users are allowed to access secretPassword, and the user is IAMUser HarunG1, so no malicious activity detected based on history.",,True
445,False,,2025-02-21T10:00:03Z,GetSecretValue called on secretPassword,"The secretPassword value was accessed successfully by IAM user HarunG1. According to false positives, secretPassword can be accessed by AWSService user only, but this access was done by an IAM user, which is unusual but not flagged as malicious by rules.",,True
448,False,,2025-02-21T03:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully. This activity is allowed only for AWSService users, so this access might be unusual but not flagged as malicious without further context.",,True
450,False,,2025-02-21T15:00:04Z,GetSecretValue API Call,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. Although the responseElements is null indicating success, this access is allowed only by AWSService user, so this event is not considered malicious based on history and user type.",,True
453,False,,2025-02-21T12:00:03Z,GetSecretValue Access,"An IAM user HarunG1 accessed the secret value 'secretPassword'. According to false positives, secretPassword access is allowed only by AWSService user, but this access was by IAMUser. However, responseElements is null indicating successful access, this might be suspicious but not confirmed malicious without further context.",,True
455,False,,2025-02-21T20:00:04Z,GetSecretValue on secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. However, the responseElements is null, indicating successful access. According to false positives, only AWSService users can access secretPassword, so this access by IAMUser is unusual but not flagged as malicious by the rule.",,True
459,False,,2025-02-09T07:00:04Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. Although the responseElements is null indicating successful access, this is allowed only for AWSService users, so this access by an IAM user is unusual but not classified as malicious based on the given rules.",,True
462,False,,2025-02-09T19:00:04Z,Access to secretPassword in Secrets Manager,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. According to the rules, only AWSService user is allowed to access secretPassword. This access by IAM user is unusual but not marked malicious without further context.",,True
465,False,,2025-02-09T03:00:04Z,GetSecretValue Access to secretPassword,"The IAM user HarunG1 accessed the secret 'secretPassword' successfully. According to false positive rules, only AWSService users are allowed to access secretPassword, so this access by IAMUser is suspicious but not confirmed malicious without other events.",,True
467,False,,2025-02-09T09:00:05Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. According to false positive rules, access to 'secretPassword' is only considered suspicious if done by unauthorized users; here, the user is not AWSService, but no explicit maliciousness is detected from this single event.",,True
471,False,,2025-02-09T11:00:03Z,GetSecretValue event for secretPassword,"An IAM user HarunG1 accessed the secret value named 'secretPassword'. Although the responseElements is null indicating successful access, this is only considered malicious if accessed by unauthorized users. The user is not an AWSService user, but no prior malicious activity from this user is detected in the history. Hence, this event is not flagged as malicious currently.",,True
474,False,,2025-02-09T12:00:05Z,GetSecretValue Access on secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. According to false positives, only AWSService users should access secretPassword, so this access by IAMUser is suspicious but not flagged as malicious by the rules.",,True
476,False,,2025-02-09T08:00:03Z,GetSecretValue Access,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. According to the rules, only AWSService users are allowed to access this secret. This user is an IAMUser, which may require further investigation, but based on the current event alone, it is not flagged as malicious.",,True
477,False,,2025-02-09T20:00:04Z,GetSecretValue Access,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. According to the rules, only AWSService users are allowed to access this secret. This user is an IAMUser, which may require further investigation, but based on the current event alone, it is not flagged as malicious.",,True
479,False,,2025-02-24T18:00:03Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. Although the responseElements is null indicating a successful access, this is allowed only for AWSService user type. Since the user is IAMUser, this event is suspicious but not classified as malicious without further context.",,True
482,False,,2025-02-24T04:00:04Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. Although the access was successful (responseElements is null), this is allowed only for AWSService users. Since the user is an IAM user and not AWSService, this access is unusual but not confirmed malicious without further context.",,True
483,False,,2025-02-24T20:00:03Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully (responseElements is null). Although this access is unusual since only AWSService users are allowed to access this secret, this event itself is not confirmed malicious without additional context or related suspicious activities.",,True
486,False,,2025-02-24T12:00:03Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. Since the user is not AWSService, but there is no explicit false positive for IAMUser accessing secretPassword, this could be suspicious but not flagged as malicious without further context.",,True
489,False,,2025-02-24T16:00:03Z,GetSecretValue Access,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. Although the responseElements is null indicating success, the user is not AWSService type which is normally allowed to access this secret. However, there is no prior event history indicating malicious activity, so this event is not considered malicious at this time.",,True
491,False,,2025-02-24T09:00:03Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. This is not malicious as only AWSService users are allowed to access secretPassword, and this user is an IAMUser.",,True
492,False,,2025-02-24T14:00:03Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. This is not malicious as only AWSService users are allowed to access secretPassword, and this user is an IAMUser.",,True
494,False,,2025-02-24T15:00:03Z,GetSecretValue event for secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. Although responseElements is null indicating success, only AWSService users are allowed to access this secret. This user is not AWSService, so this could be suspicious but not confirmed malicious without further context.",,True
496,False,,2025-02-24T06:00:03Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null, indicating a successful retrieval. However, access to 'secretPassword' value is allowed only by AWSService user, so this might be a concern but based on the given false positive rule, this is not flagged as malicious for now.",,True
498,False,,2025-02-24T22:00:03Z,GetSecretValue Access,"Access to 'secretPassword' in Secrets Manager was successful, but the user is IAMUser 'HarunG1', not AWSService, which is unusual. However, no rule violation detected because responseElements is null indicating success, but only AWSService user is allowed to access secretPassword. This may require review.",,True
500,False,,2025-02-24T08:00:04Z,GetSecretValue from Secrets Manager,"An IAM user HarunG1 accessed the secret value 'secretPassword'. ResponseElements is null indicating successful access. However, only AWSService users are allowed to access 'secretPassword', so this may require further investigation.",,True
502,False,,2025-02-24T05:00:05Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secretPassword value in Secrets Manager successfully. However, the user is not an AWSService user, but the detection rule allows only AWSService users to access secretPassword. Since the user is IAMUser and not AWSService, this could be suspicious but not flagged as malicious by the current rules.",,True
504,False,,2025-02-23T05:00:03Z,GetSecretValue called on secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, only AWSService user should access this secret, so this access is unusual but not confirmed malicious alone.",,True
